review_id,text,aspects,sentiments,rating
R0256,Ridiculously overpriced. Poor value for money.,price,negative,1
R0257,Poor cleanliness. The bathroom was disgusting. Poor customer service. Staff was unprofessional.,"cleanliness,service","negative,negative",2
R0258,"The food was disappointing. The risotto was cold and bland. Average atmosphere, nothing special about the decor.","food,ambiance","negative,neutral",1
R0259,Great service throughout our meal. Very welcoming. The ambiance was terrible. Too noisy and crowded.,"service,ambiance","positive,negative",3
R0260,Beautiful atmosphere! The restaurant has a cozy and romantic ambiance.,ambiance,positive,5
R0261,Very slow service. We waited 45 minutes for our order. Beautiful atmosphere! The restaurant has a cozy and romantic ambiance.,"service,ambiance","negative,positive",3
R0262,Beautiful atmosphere! The restaurant has a cozy and romantic ambiance. Not worth the price at all. Very expensive.,"ambiance,price","positive,negative",3
R0263,"Affordable and worth every penny. The service was impeccable, quick and professional. Very clean restaurant. Everything was spotless.","price,service,cleanliness","positive,positive,positive",4
R0264,Worst seafood I've ever eaten. Very disappointing.,food,negative,2
R0265,"Average cleanliness, nothing concerning. Outstanding customer service. Our waiter was amazing. Very reasonable pricing. Good bang for your buck.","cleanliness,service,price","neutral,positive,positive",5
R0266,Dirty tables and floors. Very unhygienic. Best steak I've ever had. The flavors were incredible.,"cleanliness,food","negative,positive",3
R0267,Outstanding food quality. The pasta dish was phenomenal. Impeccably clean environment. Very hygienic.,"food,cleanliness","positive,positive",5
R0268,"Best risotto I've ever had. The flavors were incredible. Average atmosphere, nothing special about the decor.","food,ambiance","positive,neutral",4
R0269,Sparkling clean. You can tell they take cleanliness seriously. Rude staff and long wait times. Very frustrating.,"cleanliness,service","positive,negative",3
R0270,Dirty tables and floors. Very unhygienic. Great service throughout our meal. Very welcoming.,"cleanliness,service","negative,positive",3
R0271,Best risotto I've ever had. The flavors were incredible. Beautiful atmosphere! The restaurant has a cozy and romantic ambiance.,"food,ambiance","positive,positive",4
R0272,"The ambiance was okay, typical restaurant setting. Amazing cuisine, the burger was cooked to perfection. Too pricey for mediocre food.","ambiance,food,price","neutral,positive,negative",3
R0273,Pristine conditions. Bathrooms were immaculate. Not worth the price at all. Very expensive. Outstanding food quality. The pizza dish was phenomenal.,"cleanliness,price,food","positive,negative,positive",4
R0274,Excellent hygiene standards. Very well maintained.,cleanliness,positive,5
R0275,"Fair prices, nothing remarkable. Great service throughout our meal. Very welcoming.","price,service","neutral,positive",5
R0276,Food was not fresh at all. The pasta made me sick. Poor customer service. Staff was unprofessional.,"food,service","negative,negative",2
R0277,"Wonderful staff, very accommodating and helpful. Prices are average for this type of restaurant.","service,price","positive,neutral",5
R0278,"Fair prices, nothing remarkable. Best steak I've ever had. The flavors were incredible.","price,food","neutral,positive",5
R0279,"Wonderful ambiance, perfect for a date night. Very clean restaurant. Everything was spotless.","ambiance,cleanliness","positive,positive",5
R0280,Ridiculously overpriced. Poor value for money.,price,negative,2
R0281,"Wonderful staff, very accommodating and helpful.",service,positive,4
R0282,Beautiful atmosphere! The restaurant has a cozy and romantic ambiance. Excellent service! The staff was very attentive and friendly.,"ambiance,service","positive,positive",5
R0283,Pristine conditions. Bathrooms were immaculate.,cleanliness,positive,5
R0284,Extremely expensive. Not worth it. Poor ambiance. The place felt cramped and stuffy. Outstanding customer service. Our waiter was amazing.,"price,ambiance,service","negative,negative,positive",1
R0285,Impeccably clean environment. Very hygienic. Excellent service! The staff was very attentive and friendly.,"cleanliness,service","positive,positive",5
R0286,"Wonderful staff, very accommodating and helpful. Average atmosphere, nothing special about the decor. Dirty tables and floors. Very unhygienic.","service,ambiance,cleanliness","positive,neutral,negative",3
R0287,"Average cleanliness, nothing concerning. Stunning interior design. Very comfortable setting.","cleanliness,ambiance","neutral,positive",5
R0288,"Outstanding food quality. The pizza dish was phenomenal. Wonderful ambiance, perfect for a date night.","food,ambiance","positive,positive",5
R0289,"Excellent prices for the quality you get. Standard ambiance, neither good nor bad.","price,ambiance","positive,neutral",4
R0290,"The service was impeccable, quick and professional. The atmosphere was warm and inviting. Great music too. Great deals and fair prices.","service,ambiance,price","positive,positive,positive",5
R0291,Excellent hygiene standards. Very well maintained. Great deals and fair prices. Love the decor and lighting. Very pleasant environment.,"cleanliness,price,ambiance","positive,positive,positive",4
R0292,Rude staff and long wait times. Very frustrating. Beautiful atmosphere! The restaurant has a cozy and romantic ambiance. Pristine conditions. Bathrooms were immaculate.,"service,ambiance,cleanliness","negative,positive,positive",4
R0293,Extremely expensive. Not worth it. Worst service ever. They forgot our order twice.,"price,service","negative,negative",2
R0294,Very reasonable pricing. Good bang for your buck.,price,positive,4
R0295,Very clean restaurant. Everything was spotless. Excellent prices for the quality you get.,"cleanliness,price","positive,positive",4
R0296,"Beautiful atmosphere! The restaurant has a cozy and romantic ambiance. Standard service, nothing to complain about.","ambiance,service","positive,neutral",5
R0297,"Very reasonable pricing. Good bang for your buck. Service was okay, nothing exceptional.","price,service","positive,neutral",4
R0298,Excellent hygiene standards. Very well maintained.,cleanliness,positive,4
R0299,"Outstanding customer service. Our waiter was amazing. Standard pricing, what you'd expect.","service,price","positive,neutral",5
R0300,Poor ambiance. The place felt cramped and stuffy. Way too expensive for what you get. Overpriced.,"ambiance,price","negative,negative",1
R0301,"Food was not fresh at all. The salad made me sick. Standard ambiance, neither good nor bad.","food,ambiance","negative,neutral",1
R0302,Way too expensive for what you get. Overpriced. Excellent hygiene standards. Very well maintained. Superb taste! The seafood was fresh and flavorful.,"price,cleanliness,food","negative,positive,positive",4
R0303,Outstanding customer service. Our waiter was amazing. Not clean at all. Found hair in my food. Very reasonable pricing. Good bang for your buck.,"service,cleanliness,price","positive,negative,positive",5
R0304,Outstanding food quality. The burger dish was phenomenal. The atmosphere was warm and inviting. Great music too.,"food,ambiance","positive,positive",4
R0305,"The service was impeccable, quick and professional. Best steak I've ever had. The flavors were incredible. Excellent prices for the quality you get.","service,food,price","positive,positive,positive",5
R0306,Bad lighting and uncomfortable seating. Not pleasant.,ambiance,negative,2
R0307,"Pristine conditions. Bathrooms were immaculate. The ambiance was okay, typical restaurant setting.","cleanliness,ambiance","positive,neutral",5
R0308,Outstanding customer service. Our waiter was amazing. Stunning interior design. Very comfortable setting.,"service,ambiance","positive,positive",5
R0309,Great deals and fair prices. The atmosphere was warm and inviting. Great music too.,"price,ambiance","positive,positive",4
R0310,Impeccably clean environment. Very hygienic. Outstanding customer service. Our waiter was amazing. Best risotto I've ever had. The flavors were incredible.,"cleanliness,service,food","positive,positive,positive",5
R0311,"Stunning interior design. Very comfortable setting. Impeccably clean environment. Very hygienic. Wonderful staff, very accommodating and helpful.","ambiance,cleanliness,service","positive,positive,positive",5
R0312,Sparkling clean. You can tell they take cleanliness seriously.,cleanliness,positive,4
R0313,"Love the decor and lighting. Very pleasant environment. Service was okay, nothing exceptional.","ambiance,service","positive,neutral",5
R0314,The atmosphere was warm and inviting. Great music too. The food was absolutely delicious! burger highly recommend the I.,"ambiance,food","positive,positive",5
R0315,"The service was impeccable, quick and professional. Not clean at all. Found hair in my food.","service,cleanliness","positive,negative",3
R0316,Great service throughout our meal. Very welcoming. The food was absolutely delicious! salad highly recommend the I.,"service,food","positive,positive",4
R0317,Poor customer service. Staff was unprofessional. Impeccably clean environment. Very hygienic.,"service,cleanliness","negative,positive",3
R0318,"Wonderful ambiance, perfect for a date night. Poor quality ingredients. My burger tasted terrible. Terrible hygiene. The place was filthy.","ambiance,food,cleanliness","positive,negative,negative",2
R0319,"Standard pricing, what you'd expect.",price,neutral,3
R0320,Rude staff and long wait times. Very frustrating. Impeccably clean environment. Very hygienic. Way too expensive for what you get. Overpriced.,"service,cleanliness,price","negative,positive,negative",2
R0321,Terrible hygiene. The place was filthy. Best steak I've ever had. The flavors were incredible. Affordable and worth every penny.,"cleanliness,food,price","negative,positive,positive",5
R0322,Very slow service. We waited 45 minutes for our order. Excellent prices for the quality you get.,"service,price","negative,positive",3
R0323,"Outstanding food quality. The pizza dish was phenomenal. Wonderful ambiance, perfect for a date night.","food,ambiance","positive,positive",4
R0324,"The ambiance was okay, typical restaurant setting. The service was impeccable, quick and professional.","ambiance,service","neutral,positive",5
R0325,Excellent hygiene standards. Very well maintained.,cleanliness,positive,5
R0326,Outstanding food quality. The risotto dish was phenomenal. Poor ambiance. The place felt cramped and stuffy.,"food,ambiance","positive,negative",3
R0327,Excellent hygiene standards. Very well maintained.,cleanliness,positive,5
R0328,Excellent service! The staff was very attentive and friendly. Love the decor and lighting. Very pleasant environment.,"service,ambiance","positive,positive",5
R0329,Impeccably clean environment. Very hygienic. Prices are average for this type of restaurant.,"cleanliness,price","positive,neutral",5
R0330,Worst service ever. They forgot our order twice. Ridiculously overpriced. Poor value for money. The food was absolutely delicious! burger highly recommend the I.,"service,price,food","negative,negative,positive",1
R0331,Beautiful atmosphere! The restaurant has a cozy and romantic ambiance. Prices are average for this type of restaurant. Very slow service. We waited 45 minutes for our order.,"ambiance,price,service","positive,neutral,negative",3
R0332,"Wonderful staff, very accommodating and helpful.",service,positive,4
R0333,"Very reasonable pricing. Good bang for your buck. Awful atmosphere. Dark, dirty, and uncomfortable.","price,ambiance","positive,negative",3
R0334,Outstanding customer service. Our waiter was amazing.,service,positive,5
R0335,Great service throughout our meal. Very welcoming. Poor cleanliness. The bathroom was disgusting.,"service,cleanliness","positive,negative",3
R0336,Dirty tables and floors. Very unhygienic.,cleanliness,negative,2
R0337,"Average atmosphere, nothing special about the decor. Too pricey for mediocre food.","ambiance,price","neutral,negative",1
R0338,Stunning interior design. Very comfortable setting. Outstanding customer service. Our waiter was amazing.,"ambiance,service","positive,positive",5
R0339,"Standard pricing, what you'd expect.",price,neutral,3
R0340,Beautiful atmosphere! The restaurant has a cozy and romantic ambiance.,ambiance,positive,5
R0341,Excellent prices for the quality you get.,price,positive,5
R0342,Outstanding customer service. Our waiter was amazing. Worst pizza I've ever eaten. Very disappointing.,"service,food","positive,negative",3
R0343,Stunning interior design. Very comfortable setting. Excellent prices for the quality you get.,"ambiance,price","positive,positive",4
R0344,Worst service ever. They forgot our order twice. The food was disappointing. The steak was cold and bland.,"service,food","negative,negative",2
R0345,"Worst pasta I've ever eaten. Very disappointing. Standard pricing, what you'd expect.","food,price","negative,neutral",1
R0346,"The food was okay, nothing special about the salad. The atmosphere was warm and inviting. Great music too.","food,ambiance","neutral,positive",5
R0347,The food was disappointing. The pizza was cold and bland.,food,negative,1
R0348,Poor customer service. Staff was unprofessional.,service,negative,2
R0349,Very slow service. We waited 45 minutes for our order. Poor cleanliness. The bathroom was disgusting. The atmosphere was warm and inviting. Great music too.,"service,cleanliness,ambiance","negative,negative,positive",1
R0350,Bad lighting and uncomfortable seating. Not pleasant.,ambiance,negative,2
R0351,Best burger I've ever had. The flavors were incredible. Poor ambiance. The place felt cramped and stuffy. Too pricey for mediocre food.,"food,ambiance,price","positive,negative,negative",2
R0352,"Great value for money! Very affordable prices. Best salad I've ever had. The flavors were incredible. Standard ambiance, neither good nor bad.","price,food,ambiance","positive,positive,neutral",5
R0353,"Excellent hygiene standards. Very well maintained. Standard service, nothing to complain about.","cleanliness,service","positive,neutral",5
R0354,Average service. Staff was polite but not very attentive. Very dirty restaurant. Health code violations visible.,"service,cleanliness","neutral,negative",2
R0355,"Very clean restaurant. Everything was spotless. Amazing cuisine, the burger was cooked to perfection.","cleanliness,food","positive,positive",5
R0356,"Average atmosphere, nothing special about the decor. Extremely expensive. Not worth it.","ambiance,price","neutral,negative",1
R0357,The food was absolutely delicious! risotto highly recommend the I. Impeccably clean environment. Very hygienic.,"food,cleanliness","positive,positive",4
R0358,Great deals and fair prices. Best salad I've ever had. The flavors were incredible. Pristine conditions. Bathrooms were immaculate.,"price,food,cleanliness","positive,positive,positive",4
R0359,"The ambiance was okay, typical restaurant setting. Very reasonable pricing. Good bang for your buck.","ambiance,price","neutral,positive",5
R0360,"Standard ambiance, neither good nor bad. Pristine conditions. Bathrooms were immaculate. Extremely expensive. Not worth it.","ambiance,cleanliness,price","neutral,positive,negative",3
R0361,Impeccably clean environment. Very hygienic.,cleanliness,positive,5
R0362,Ridiculously overpriced. Poor value for money. Outstanding customer service. Our waiter was amazing.,"price,service","negative,positive",3
R0363,Poor quality ingredients. My salad tasted terrible. Great value for money! Very affordable prices. The atmosphere was warm and inviting. Great music too.,"food,price,ambiance","negative,positive,positive",5
R0364,Pristine conditions. Bathrooms were immaculate. Worst salad I've ever eaten. Very disappointing.,"cleanliness,food","positive,negative",3
R0365,Worst salad I've ever eaten. Very disappointing. Impeccably clean environment. Very hygienic.,"food,cleanliness","negative,positive",3
R0366,Affordable and worth every penny. Stunning interior design. Very comfortable setting.,"price,ambiance","positive,positive",5
R0367,Affordable and worth every penny.,price,positive,5
R0368,Very slow service. We waited 45 minutes for our order.,service,negative,1
R0369,"The service was impeccable, quick and professional. Reasonably clean, met basic standards.","service,cleanliness","positive,neutral",4
R0370,Love the decor and lighting. Very pleasant environment. Poor customer service. Staff was unprofessional.,"ambiance,service","positive,negative",3
R0371,Great value for money! Very affordable prices.,price,positive,5
R0372,Excellent service! The staff was very attentive and friendly. Ridiculously overpriced. Poor value for money. Very clean restaurant. Everything was spotless.,"service,price,cleanliness","positive,negative,positive",5
R0373,Extremely expensive. Not worth it.,price,negative,2
R0374,"Wonderful staff, very accommodating and helpful.",service,positive,5
R0375,"Service was okay, nothing exceptional. Excellent hygiene standards. Very well maintained. The atmosphere was warm and inviting. Great music too.","service,cleanliness,ambiance","neutral,positive,positive",5
R0376,Poor quality ingredients. My risotto tasted terrible.,food,negative,1
R0377,Very reasonable pricing. Good bang for your buck. Superb taste! The steak was fresh and flavorful.,"price,food","positive,positive",5
R0378,Worst service ever. They forgot our order twice.,service,negative,2
R0379,"Wonderful ambiance, perfect for a date night. Overcooked and tasteless. The steak was inedible.","ambiance,food","positive,negative",3
R0380,"Wonderful ambiance, perfect for a date night.",ambiance,positive,4
R0381,"Wonderful ambiance, perfect for a date night. Outstanding customer service. Our waiter was amazing.","ambiance,service","positive,positive",5
R0382,Outstanding food quality. The pasta dish was phenomenal. Ridiculously overpriced. Poor value for money.,"food,price","positive,negative",3
R0383,Love the decor and lighting. Very pleasant environment. Average service. Staff was polite but not very attentive.,"ambiance,service","positive,neutral",5
R0384,"The ambiance was okay, typical restaurant setting. Poor quality ingredients. My salad tasted terrible. Very reasonable pricing. Good bang for your buck.","ambiance,food,price","neutral,negative,positive",3
R0385,"Amazing cuisine, the salad was cooked to perfection. Excellent prices for the quality you get.","food,price","positive,positive",5
R0386,Outstanding food quality. The salad dish was phenomenal.,food,positive,5
R0387,Very unpleasant environment. Too loud to have a conversation.,ambiance,negative,2
R0388,Sparkling clean. You can tell they take cleanliness seriously. Average service. Staff was polite but not very attentive.,"cleanliness,service","positive,neutral",5
R0389,Outstanding food quality. The pizza dish was phenomenal. Great deals and fair prices.,"food,price","positive,positive",5
R0390,Excellent service! The staff was very attentive and friendly.,service,positive,4
R0391,"Poor quality ingredients. My pizza tasted terrible. Awful atmosphere. Dark, dirty, and uncomfortable.","food,ambiance","negative,negative",1
R0392,Poor customer service. Staff was unprofessional. Poor cleanliness. The bathroom was disgusting.,"service,cleanliness","negative,negative",2
R0393,Very dirty restaurant. Health code violations visible.,cleanliness,negative,1
R0394,Great service throughout our meal. Very welcoming.,service,positive,4
R0395,Very clean restaurant. Everything was spotless. Not worth the price at all. Very expensive. Outstanding customer service. Our waiter was amazing.,"cleanliness,price,service","positive,negative,positive",5
R0396,Poor customer service. Staff was unprofessional. The food was disappointing. The seafood was cold and bland.,"service,food","negative,negative",2
R0397,"Average cleanliness, nothing concerning. The food was disappointing. The salad was cold and bland.","cleanliness,food","neutral,negative",1
R0398,Excellent prices for the quality you get. Sparkling clean. You can tell they take cleanliness seriously. Poor ambiance. The place felt cramped and stuffy.,"price,cleanliness,ambiance","positive,positive,negative",5
R0399,"Wonderful ambiance, perfect for a date night.",ambiance,positive,5
R0400,Standard restaurant food. The pasta was just fine.,food,neutral,3
R0401,Stunning interior design. Very comfortable setting. Excellent hygiene standards. Very well maintained.,"ambiance,cleanliness","positive,positive",5
R0402,"Affordable and worth every penny. Wonderful staff, very accommodating and helpful.","price,service","positive,positive",5
R0403,Poor cleanliness. The bathroom was disgusting. Way too expensive for what you get. Overpriced.,"cleanliness,price","negative,negative",2
R0404,"Amazing cuisine, the seafood was cooked to perfection.",food,positive,4
R0405,The ambiance was terrible. Too noisy and crowded. Not worth the price at all. Very expensive.,"ambiance,price","negative,negative",2
R0406,Extremely expensive. Not worth it. Impeccably clean environment. Very hygienic.,"price,cleanliness","negative,positive",3
R0407,Great service throughout our meal. Very welcoming. Food was not fresh at all. The pizza made me sick.,"service,food","positive,negative",3
R0408,Love the decor and lighting. Very pleasant environment.,ambiance,positive,5
R0409,Pristine conditions. Bathrooms were immaculate.,cleanliness,positive,4
R0410,Standard restaurant food. The risotto was just fine.,food,neutral,3
R0411,Not worth the price at all. Very expensive. Love the decor and lighting. Very pleasant environment.,"price,ambiance","negative,positive",3
R0412,Stunning interior design. Very comfortable setting. Extremely expensive. Not worth it.,"ambiance,price","positive,negative",3
R0413,Great deals and fair prices.,price,positive,5
R0414,Dirty tables and floors. Very unhygienic. Ridiculously overpriced. Poor value for money.,"cleanliness,price","negative,negative",1
R0415,Food was not fresh at all. The pasta made me sick. Great value for money! Very affordable prices.,"food,price","negative,positive",3
R0416,Very dirty restaurant. Health code violations visible. Outstanding customer service. Our waiter was amazing.,"cleanliness,service","negative,positive",3
R0417,Excellent prices for the quality you get. Average service. Staff was polite but not very attentive.,"price,service","positive,neutral",4
R0418,"Cleanliness was acceptable, standard level. Average service. Staff was polite but not very attentive. Superb taste! The burger was fresh and flavorful.","cleanliness,service,food","neutral,neutral,positive",5
R0419,Very reasonable pricing. Good bang for your buck. Terrible hygiene. The place was filthy. Outstanding food quality. The steak dish was phenomenal.,"price,cleanliness,food","positive,negative,positive",5
R0420,The food was disappointing. The pasta was cold and bland. Affordable and worth every penny.,"food,price","negative,positive",3
R0421,Stunning interior design. Very comfortable setting.,ambiance,positive,5
R0422,"Wonderful staff, very accommodating and helpful. Terrible hygiene. The place was filthy.","service,cleanliness","positive,negative",3
R0423,"Standard ambiance, neither good nor bad.",ambiance,neutral,3
R0424,Worst burger I've ever eaten. Very disappointing. Poor ambiance. The place felt cramped and stuffy.,"food,ambiance","negative,negative",1
R0425,Worst service ever. They forgot our order twice. Not clean at all. Found hair in my food.,"service,cleanliness","negative,negative",1
R0426,The food was absolutely delicious! burger highly recommend the I.,food,positive,5
R0427,Affordable and worth every penny.,price,positive,5
R0428,Superb taste! The seafood was fresh and flavorful.,food,positive,5
R0429,The atmosphere was warm and inviting. Great music too. Impeccably clean environment. Very hygienic.,"ambiance,cleanliness","positive,positive",4
R0430,Outstanding customer service. Our waiter was amazing.,service,positive,5
R0431,Great service throughout our meal. Very welcoming. Poor quality ingredients. My steak tasted terrible.,"service,food","positive,negative",3
R0432,"Food was not fresh at all. The steak made me sick. Standard ambiance, neither good nor bad. Very slow service. We waited 45 minutes for our order.","food,ambiance,service","negative,neutral,negative",1
R0433,"The service was impeccable, quick and professional. Very unpleasant environment. Too loud to have a conversation.","service,ambiance","positive,negative",3
R0434,Outstanding customer service. Our waiter was amazing.,service,positive,5
R0435,Extremely expensive. Not worth it. Best pasta I've ever had. The flavors were incredible.,"price,food","negative,positive",3
R0436,Rude staff and long wait times. Very frustrating.,service,negative,1
R0437,Outstanding food quality. The risotto dish was phenomenal.,food,positive,5
R0438,"Poor quality ingredients. My salad tasted terrible. Average atmosphere, nothing special about the decor.","food,ambiance","negative,neutral",1
R0439,Best risotto I've ever had. The flavors were incredible. Dirty tables and floors. Very unhygienic.,"food,cleanliness","positive,negative",3
R0440,Great value for money! Very affordable prices. Poor ambiance. The place felt cramped and stuffy.,"price,ambiance","positive,negative",3
R0441,Worst burger I've ever eaten. Very disappointing. The atmosphere was warm and inviting. Great music too.,"food,ambiance","negative,positive",3
R0442,"Wonderful staff, very accommodating and helpful. Reasonably clean, met basic standards.","service,cleanliness","positive,neutral",5
R0443,"Awful atmosphere. Dark, dirty, and uncomfortable. Standard pricing, what you'd expect. Worst service ever. They forgot our order twice.","ambiance,price,service","negative,neutral,negative",1
R0444,Standard restaurant food. The burger was just fine.,food,neutral,3
R0445,Superb taste! The seafood was fresh and flavorful. Excellent service! The staff was very attentive and friendly.,"food,service","positive,positive",5
R0446,"Reasonably clean, met basic standards.",cleanliness,neutral,3
R0447,"Service was okay, nothing exceptional. Poor quality ingredients. My burger tasted terrible. Wonderful ambiance, perfect for a date night.","service,food,ambiance","neutral,negative,positive",3
R0448,Love the decor and lighting. Very pleasant environment. Superb taste! The salad was fresh and flavorful.,"ambiance,food","positive,positive",5
R0449,Superb taste! The burger was fresh and flavorful. Outstanding customer service. Our waiter was amazing.,"food,service","positive,positive",4
R0450,"Awful atmosphere. Dark, dirty, and uncomfortable. Outstanding customer service. Our waiter was amazing.","ambiance,service","negative,positive",3
R0451,"Amazing cuisine, the burger was cooked to perfection. Sparkling clean. You can tell they take cleanliness seriously. Excellent service! The staff was very attentive and friendly.","food,cleanliness,service","positive,positive,positive",5
R0452,Excellent prices for the quality you get. Impeccably clean environment. Very hygienic. Love the decor and lighting. Very pleasant environment.,"price,cleanliness,ambiance","positive,positive,positive",5
R0453,"Impeccably clean environment. Very hygienic. The food was okay, nothing special about the salad.","cleanliness,food","positive,neutral",4
R0454,"The service was impeccable, quick and professional. The ambiance was terrible. Too noisy and crowded.","service,ambiance","positive,negative",3
R0455,"Very clean restaurant. Everything was spotless. Superb taste! The risotto was fresh and flavorful. The ambiance was okay, typical restaurant setting.","cleanliness,food,ambiance","positive,positive,neutral",5
R0456,The atmosphere was warm and inviting. Great music too. The food was absolutely delicious! risotto highly recommend the I.,"ambiance,food","positive,positive",5
R0457,Stunning interior design. Very comfortable setting.,ambiance,positive,5
R0458,"Best pizza I've ever had. The flavors were incredible. Very reasonable pricing. Good bang for your buck. Wonderful ambiance, perfect for a date night.","food,price,ambiance","positive,positive,positive",5
R0459,Great service throughout our meal. Very welcoming. Terrible hygiene. The place was filthy.,"service,cleanliness","positive,negative",3
R0460,Beautiful atmosphere! The restaurant has a cozy and romantic ambiance.,ambiance,positive,4
R0461,"Prices are average for this type of restaurant. Standard ambiance, neither good nor bad.","price,ambiance","neutral,neutral",3
R0462,Excellent service! The staff was very attentive and friendly.,service,positive,5
R0463,"Standard pricing, what you'd expect. Excellent hygiene standards. Very well maintained.","price,cleanliness","neutral,positive",4
R0464,"Wonderful staff, very accommodating and helpful.",service,positive,5
R0465,Terrible service. The waiter was rude and inattentive. Dirty tables and floors. Very unhygienic.,"service,cleanliness","negative,negative",2
R0466,Outstanding food quality. The pasta dish was phenomenal.,food,positive,5
R0467,Ridiculously overpriced. Poor value for money. Not clean at all. Found hair in my food. The food was disappointing. The pizza was cold and bland.,"price,cleanliness,food","negative,negative,negative",2
R0468,"Way too expensive for what you get. Overpriced. Wonderful ambiance, perfect for a date night.","price,ambiance","negative,positive",3
R0469,Ridiculously overpriced. Poor value for money. Poor customer service. Staff was unprofessional.,"price,service","negative,negative",2
R0470,The atmosphere was warm and inviting. Great music too. Poor quality ingredients. My pasta tasted terrible.,"ambiance,food","positive,negative",3
R0471,Affordable and worth every penny.,price,positive,5
R0472,"Best salad I've ever had. The flavors were incredible. Excellent hygiene standards. Very well maintained. The ambiance was okay, typical restaurant setting.","food,cleanliness,ambiance","positive,positive,neutral",5
R0473,Outstanding food quality. The seafood dish was phenomenal.,food,positive,4
R0474,"Excellent prices for the quality you get. Average cleanliness, nothing concerning. Great service throughout our meal. Very welcoming.","price,cleanliness,service","positive,neutral,positive",4
R0475,Terrible hygiene. The place was filthy. Outstanding customer service. Our waiter was amazing. Not worth the price at all. Very expensive.,"cleanliness,service,price","negative,positive,negative",2
R0476,Love the decor and lighting. Very pleasant environment. Too pricey for mediocre food. Very dirty restaurant. Health code violations visible.,"ambiance,price,cleanliness","positive,negative,negative",2
R0477,The food was absolutely delicious! risotto highly recommend the I. Excellent prices for the quality you get.,"food,price","positive,positive",5
R0478,Superb taste! The salad was fresh and flavorful. Poor customer service. Staff was unprofessional. Excellent hygiene standards. Very well maintained.,"food,service,cleanliness","positive,negative,positive",5
R0479,Impeccably clean environment. Very hygienic.,cleanliness,positive,4
R0480,Excellent service! The staff was very attentive and friendly. Very unpleasant environment. Too loud to have a conversation. Too pricey for mediocre food.,"service,ambiance,price","positive,negative,negative",1
R0481,"Average taste. The salad was acceptable but not memorable. Service was okay, nothing exceptional. Excellent prices for the quality you get.","food,service,price","neutral,neutral,positive",5
R0482,Great service throughout our meal. Very welcoming. The ambiance was terrible. Too noisy and crowded.,"service,ambiance","positive,negative",3
R0483,Very unpleasant environment. Too loud to have a conversation.,ambiance,negative,1
R0484,Great value for money! Very affordable prices. Stunning interior design. Very comfortable setting.,"price,ambiance","positive,positive",5
R0485,Great value for money! Very affordable prices.,price,positive,4
R0486,Beautiful atmosphere! The restaurant has a cozy and romantic ambiance.,ambiance,positive,5
R0487,Poor quality ingredients. My pizza tasted terrible. Beautiful atmosphere! The restaurant has a cozy and romantic ambiance. Very dirty restaurant. Health code violations visible.,"food,ambiance,cleanliness","negative,positive,negative",1
R0488,Terrible service. The waiter was rude and inattentive.,service,negative,2
R0489,Superb taste! The risotto was fresh and flavorful.,food,positive,5
R0490,Extremely expensive. Not worth it.,price,negative,1
R0491,Food was not fresh at all. The risotto made me sick. Great service throughout our meal. Very welcoming.,"food,service","negative,positive",3
R0492,Great deals and fair prices. Food was not fresh at all. The steak made me sick.,"price,food","positive,negative",3
R0493,Not worth the price at all. Very expensive. Great service throughout our meal. Very welcoming.,"price,service","negative,positive",3
R0494,Superb taste! The burger was fresh and flavorful. Excellent hygiene standards. Very well maintained.,"food,cleanliness","positive,positive",4
R0495,"Amazing cuisine, the pasta was cooked to perfection.",food,positive,5
R0496,The food was absolutely delicious! salad highly recommend the I. Excellent service! The staff was very attentive and friendly.,"food,service","positive,positive",5
R0497,Pristine conditions. Bathrooms were immaculate. Excellent prices for the quality you get.,"cleanliness,price","positive,positive",4
R0498,"Fair prices, nothing remarkable. Stunning interior design. Very comfortable setting.","price,ambiance","neutral,positive",4
R0499,Beautiful atmosphere! The restaurant has a cozy and romantic ambiance. Poor cleanliness. The bathroom was disgusting.,"ambiance,cleanliness","positive,negative",3
R0500,Very reasonable pricing. Good bang for your buck.,price,positive,5
R0501,Rude staff and long wait times. Very frustrating.,service,negative,1
R0502,"Standard ambiance, neither good nor bad.",ambiance,neutral,3
R0503,Excellent prices for the quality you get.,price,positive,5
R0504,Food was not fresh at all. The risotto made me sick. Outstanding customer service. Our waiter was amazing.,"food,service","negative,positive",3
R0505,Worst service ever. They forgot our order twice.,service,negative,1
R0506,Great service throughout our meal. Very welcoming. Excellent prices for the quality you get. Sparkling clean. You can tell they take cleanliness seriously.,"service,price,cleanliness","positive,positive,positive",4
R0507,Superb taste! The salad was fresh and flavorful. Great deals and fair prices.,"food,price","positive,positive",5
R0508,Impeccably clean environment. Very hygienic. Worst service ever. They forgot our order twice.,"cleanliness,service","positive,negative",3
R0509,Excellent hygiene standards. Very well maintained. Affordable and worth every penny.,"cleanliness,price","positive,positive",5
R0510,"Standard pricing, what you'd expect. Sparkling clean. You can tell they take cleanliness seriously.","price,cleanliness","neutral,positive",4
R0511,"Wonderful staff, very accommodating and helpful.",service,positive,4
R0512,Affordable and worth every penny.,price,positive,4
R0513,Average taste. The seafood was acceptable but not memorable. Dirty tables and floors. Very unhygienic. Very reasonable pricing. Good bang for your buck.,"food,cleanliness,price","neutral,negative,positive",3
